peak_Hz,peak_Q,peak_mel,fourier_freq,        ampmax_n4,ampmax_n3,ampmax_n2,ampmax_n1,        ampmax_0,ampmax_p1,ampmax_p2,ampmax_p3,        num_samples,sample_rate,species
1031.25,35,785.9936138607725,1410,1289.0625,1218.75,1406.25,2367.1875,1265.625,1382.8125,1265.625,1476.5625,69600,48000,Blue Jay
3617.578125,50,2428.0503191005596,5254,2540.91796875,2713.18359375,2713.18359375,3639.111328125,2497.8515625,2627.05078125,3660.64453125,3617.578125,63945,44100,Tufted Titmouse
3057.71484375,54,2121.2222434897826,4426,1722.65625,1765.72265625,2562.451171875,2304.052734375,3057.71484375,2390.185546875,2928.515625,3122.314453125,63945,44100,American Robin
5062.5,63,3096.466610829576,7348,5179.6875,5085.9375,5156.25,4968.75,5062.5,4875.0,5039.0625,4804.6875,69600,48000,Tufted Titmouse
1382.8125,40,1022.7276958555574,1855,1406.25,1546.875,1429.6875,1312.5,1335.9375,1242.1875,1265.625,1546.875,69600,48000,American Crow
3316.11328125,56,2300.3243609551837,4807,1442.724609375,2174.853515625,2110.25390625,3337.646484375,3509.912109375,3639.111328125,3359.1796875,3402.24609375,63945,44100,Red-winged Blackbird
3164.0625,50,2121.2222434897826,4597,3140.625,3164.0625,2390.625,3000.0,2343.75,2250.0,2976.5625,2250.0,69600,48000,Blue Jay
2648.4375,52,1803.7666800985344,3830,2625.0,2343.75,2460.9375,2578.125,2648.4375,2671.875,2109.375,1992.1875,69600,48000,Tufted Titmouse
2578.125,51,1755.6828148163845,3726,2484.375,2531.25,2390.625,2578.125,2390.625,2554.6875,2578.125,1359.375,69600,48000,Tufted Titmouse
3143.84765625,55,2179.317341151332,4594,3962.109375,3897.509765625,3875.9765625,3962.109375,3165.380859375,3165.380859375,2885.44921875,3919.04296875,63945,44100,Red-winged Blackbird
4031.25,59,2562.8682859474306,5861,3890.625,4078.125,4781.25,4453.125,4453.125,4429.6875,3890.625,4429.6875,69600,48000,Carolina Chickadee
1289.0625,39,995.5919108903119,1882,7101.5625,1312.5,4664.0625,1312.5,5109.375,1898.4375,1710.9375,1640.625,69600,48000,American Crow
6503.02734375,56,4057.0412364152144,9425,7192.08984375,6998.291015625,6632.2265625,6416.89453125,8354.8828125,8397.94921875,6481.494140625,2885.44921875,63945,44100,Tufted Titmouse
2045.654296875,47,1492.9327522878455,2682,7235.15625,7644.287109375,7019.82421875,7062.890625,2024.12109375,7235.15625,2002.587890625,1335.05859375,63945,44100,American Crow
8015.625,71,1618.9862188629947,3367,7593.75,5554.6875,8015.625,8015.625,2578.125,2320.3125,2460.9375,8039.0625,69600,48000,Eastern Bluebird
1442.724609375,42,1170.6620161542858,2095,1658.056640625,1356.591796875,1270.458984375,1335.05859375,1507.32421875,1442.724609375,1335.05859375,1679.58984375,63945,44100,Canada Goose
2174.853515625,15,2064.6758144450405,461,4134.375,3251.513671875,3208.447265625,2820.849609375,2691.650390625,2691.650390625,2670.1171875,2713.18359375,63945,44100,American Robin
2460.9375,51,1708.8807439736054,3580,1429.6875,1453.125,4664.0625,1195.3125,2320.3125,4382.8125,3351.5625,2789.0625,69600,48000,Red-winged Blackbird
1031.25,16,733.5940396033876,331,1382.8125,1382.8125,1828.125,1781.25,1710.9375,1546.875,1265.625,1289.0625,69600,48000,Blue Jay
2519.384765625,51,1803.7666800985344,3645,2928.515625,2433.251953125,2497.8515625,2605.517578125,2519.384765625,2605.517578125,2583.984375,2368.65234375,63945,44100,Tufted Titmouse
3919.04296875,59,2633.058990303261,5682,4758.837890625,6395.361328125,7105.95703125,3940.576171875,4780.37109375,3574.51171875,7062.890625,4005.17578125,63945,44100,American Goldfinch
4781.25,33,3013.922629388657,6934,10710.9375,10289.0625,4781.25,10312.5,9984.375,4828.125,10148.4375,10289.0625,69600,48000,Brown-headed Cowbird
3046.875,51,2064.6758144450405,4432,1382.8125,2601.5625,4617.1875,3000.0,2507.8125,2460.9375,3093.75,2859.375,69600,48000,Bald Eagle
1378.125,41,1079.5148503509004,1994,1205.859375,1593.45703125,1593.45703125,1399.658203125,1399.658203125,1291.9921875,1421.19140625,1399.658203125,63945,44100,American Crow
7536.62109375,70,4643.879394964275,10934,7601.220703125,7536.62109375,7536.62109375,7601.220703125,6696.826171875,6847.55859375,2368.65234375,2433.251953125,63945,44100,Tufted Titmouse
1031.25,15,733.5940396033876,127,1640.625,3046.875,3117.1875,1593.75,1476.5625,1335.9375,1734.375,1476.5625,69600,48000,Blue Jay
4995.703125,62,3013.922629388657,6760,3811.376953125,4220.5078125,4651.171875,6266.162109375,4995.703125,4586.572265625,6330.76171875,5060.302734375,63945,44100,Indigo Bunting
1289.0625,40,1414.3980264081877,2824,2343.75,2460.9375,1640.625,2039.0625,2039.0625,1945.3125,1875.0,1781.25,69600,48000,American Crow
6093.75,60,3741.1620115459477,12073,4851.5625,5484.375,4312.5,8343.75,6304.6875,8296.875,7546.875,6164.0625,69600,48000,Brown-headed Cowbird
3914.0625,59,2562.8682859474306,100,2554.6875,4570.3125,2765.625,2203.125,3937.5,3468.75,3890.625,3703.125,69600,48000,Red-winged Blackbird
1421.19140625,15,1109.0801261491836,146,1335.05859375,2131.787109375,1313.525390625,1421.19140625,1378.125,1421.19140625,1335.05859375,1658.056640625,63945,44100,Canada Goose
2460.9375,51,1708.8807439736054,3550,2437.5,2085.9375,2437.5,2484.375,2226.5625,2414.0625,2554.6875,2437.5,69600,48000,Tufted Titmouse
2863.916015625,20,2009.6367704220825,4456,1248.92578125,1528.857421875,1442.724609375,1335.05859375,3962.109375,4328.173828125,4521.97265625,3746.77734375,63945,44100,Scarlet Tanager
3639.111328125,14,2428.0503191005596,149,3186.9140625,3057.71484375,3294.580078125,5404.833984375,2842.3828125,3552.978515625,1851.85546875,4995.703125,63945,44100,Eastern Bluebird
2929.6875,53,2009.6367704220825,4240,4078.125,1523.4375,1382.8125,3984.375,2835.9375,3140.625,4242.1875,4335.9375,69600,48000,Red-winged Blackbird
2993.115234375,54,2064.6758144450405,2198,1485.791015625,3703.7109375,3294.580078125,2906.982421875,5770.8984375,5792.431640625,3445.3125,3186.9140625,63945,44100,Red-winged Blackbird
3423.779296875,57,2300.3243609551837,4877,1248.92578125,1614.990234375,1464.2578125,6826.025390625,4392.7734375,3423.779296875,3337.646484375,3337.646484375,63945,44100,Red-winged Blackbird
1636.5234375,44,1269.5050518489365,2370,1571.923828125,1658.056640625,2777.783203125,2024.12109375,2088.720703125,1464.2578125,1658.056640625,1701.123046875,63945,44100,American Robin
3337.646484375,56,2300.3243609551837,180,1593.45703125,4844.970703125,2497.8515625,2454.78515625,3337.646484375,3746.77734375,3186.9140625,2734.716796875,63945,44100,Red-winged Blackbird
4134.375,60,2779.2601035454527,5965,4586.572265625,4629.638671875,4586.572265625,4155.908203125,3962.109375,4155.908203125,4112.841796875,4478.90625,63945,44100,Carolina Chickadee
1098.193359375,32,733.5940396033876,124,2497.8515625,1270.458984375,1464.2578125,1442.724609375,3746.77734375,3682.177734375,4758.837890625,1335.05859375,63945,44100,Scarlet Tanager
2734.716796875,53,1956.0649283422904,3980,2734.716796875,2454.78515625,2368.65234375,2217.919921875,2993.115234375,2820.849609375,2002.587890625,3057.71484375,63945,44100,American Robin
2625.0,52,1803.7666800985344,3823,3750.0,2015.625,1945.3125,2414.0625,2625.0,2648.4375,2601.5625,2601.5625,69600,48000,Bald Eagle
3617.578125,14,2562.8682859474306,123,1679.58984375,7751.953125,5297.16796875,2174.853515625,1765.72265625,2540.91796875,2583.984375,5986.23046875,63945,44100,Blue Jay
6585.9375,57,2933.5790620740468,9570,1335.9375,1195.3125,1218.75,1687.5,6351.5625,6585.9375,6609.375,6609.375,69600,48000,Carolina Chickadee
3251.513671875,56,2239.003521681573,4711,2454.78515625,1378.125,1464.2578125,1830.322265625,3251.513671875,3337.646484375,2519.384765625,2497.8515625,63945,44100,Blue Jay
3337.646484375,56,2300.3243609551837,4823,3359.1796875,3402.24609375,3337.646484375,3273.046875,3229.98046875,3079.248046875,6481.494140625,6481.494140625,63945,44100,Blue Jay
4823.4375,61,3096.466610829576,6997,3617.578125,4371.240234375,4306.640625,4134.375,7558.154296875,3660.64453125,7579.6875,4263.57421875,63945,44100,Tufted Titmouse
3488.37890625,57,2428.0503191005596,5083,1335.05859375,1227.392578125,5512.5,4134.375,3639.111328125,3509.912109375,3509.912109375,3682.177734375,63945,44100,Red-winged Blackbird
2583.984375,52,1853.1674450398705,3755,2605.517578125,2605.517578125,2562.451171875,2583.984375,2519.384765625,2476.318359375,2583.984375,2540.91796875,63945,44100,Blue Jay
1851.5625,46,1376.6937462995018,2703,1851.5625,1195.3125,1687.5,1687.5,1781.25,1875.0,1945.3125,1945.3125,69600,48000,Mallard
2601.5625,52,1755.6828148163845,4144,2835.9375,2906.25,2179.6875,2226.5625,2226.5625,2109.375,2226.5625,2906.25,69600,48000,American Robin
3304.6875,56,2179.317341151332,4792,1289.0625,2578.125,2109.375,1312.5,1851.5625,3656.25,3328.125,3328.125,69600,48000,Blue Jay
4500.0,61,2779.2601035454527,6542,7968.75,5742.1875,7945.3125,5742.1875,4921.875,4875.0,4593.75,4429.6875,69600,48000,Red-winged Blackbird
10745.068359375,76,6251.126030441791,15596,10852.734375,10938.8671875,10788.134765625,10809.66796875,9151.611328125,10874.267578125,10745.068359375,10702.001953125,63945,44100,Carolina Chickadee
4242.041015625,15,2779.2601035454527,100,1507.32421875,1507.32421875,1442.724609375,1636.5234375,4242.041015625,4608.10546875,4349.70703125,1313.525390625,63945,44100,Red-winged Blackbird
4694.23828125,18,4282.309241202705,6794,2347.119140625,4500.439453125,2304.052734375,4435.83984375,6739.892578125,4694.23828125,4715.771484375,4888.037109375,63945,44100,Brown-headed Cowbird
2540.91796875,51,1803.7666800985344,3673,2583.984375,2627.05078125,2540.91796875,2562.451171875,2562.451171875,2562.451171875,2605.517578125,2519.384765625,63945,44100,Blue Jay
8139.55078125,71,4901.7317027958015,11796,1291.9921875,1787.255859375,8871.6796875,8204.150390625,7751.953125,8161.083984375,8118.017578125,5404.833984375,63945,44100,Tufted Titmouse
5792.431640625,46,3641.4320785415066,8401,2347.119140625,1787.255859375,2282.51953125,2583.984375,5900.09765625,5770.8984375,5770.8984375,5792.431640625,63945,44100,Rose-breasted Grosbeak
2131.787109375,14,1575.8281341171266,109,8957.8125,9130.078125,9108.544921875,8613.28125,2756.25,2217.919921875,2325.5859375,2433.251953125,63945,44100,Tufted Titmouse
1399.658203125,41,1109.0801261491836,2025,2368.65234375,2088.720703125,1248.92578125,1227.392578125,1378.125,1614.990234375,1270.458984375,1291.9921875,63945,44100,American Crow
2519.384765625,20,1803.7666800985344,144,3057.71484375,3122.314453125,2842.3828125,4026.708984375,2497.8515625,1227.392578125,3488.37890625,2950.048828125,63945,44100,American Robin
2812.5,53,1903.9211763064616,3914,2789.0625,2109.375,2789.0625,2789.0625,2648.4375,2882.8125,2695.3125,2695.3125,69600,48000,American Robin
5749.365234375,44,1269.5050518489365,2406,1399.658203125,3057.71484375,2519.384765625,2088.720703125,5792.431640625,5770.8984375,5857.03125,5404.833984375,63945,44100,Blue Jay
2863.916015625,55,2179.317341151332,4525,2691.650390625,2067.1875,2906.982421875,3445.3125,3122.314453125,3036.181640625,2734.716796875,3100.78125,63945,44100,Scarlet Tanager
2971.58203125,35,2064.6758144450405,5723,1399.658203125,3854.443359375,3983.642578125,2993.115234375,2950.048828125,1421.19140625,1399.658203125,1830.322265625,63945,44100,Blue Jay
1916.455078125,46,3948.8907608530103,9146,5017.236328125,5383.30078125,5620.166015625,1937.98828125,6309.228515625,2368.65234375,4974.169921875,5297.16796875,63945,44100,Tufted Titmouse
1765.72265625,18,1339.9945670973298,538,1399.658203125,1313.525390625,1571.923828125,1658.056640625,5167.96875,1873.388671875,1442.724609375,1356.591796875,63945,44100,Mallard
2411.71875,50,1755.6828148163845,3474,3100.78125,2304.052734375,2433.251953125,2454.78515625,2993.115234375,2411.71875,2411.71875,2411.71875,63945,44100,Tufted Titmouse
4289.0625,22,2705.1720466601614,689,2765.625,3164.0625,3609.375,5414.0625,3726.5625,4312.5,4078.125,4359.375,69600,48000,American Goldfinch
4112.841796875,60,2779.2601035454527,6111,5211.03515625,5835.498046875,3445.3125,3746.77734375,4866.50390625,5534.033203125,5318.701171875,5383.30078125,63945,44100,Indigo Bunting
3789.84375,14,2633.058990303261,106,1485.791015625,1291.9921875,4048.2421875,3186.9140625,4909.5703125,4823.4375,4909.5703125,2562.451171875,63945,44100,Red-winged Blackbird
1485.791015625,42,1139.4551226592705,2161,1571.923828125,1248.92578125,1227.392578125,1442.724609375,1485.791015625,1399.658203125,1335.05859375,1464.2578125,63945,44100,Blue Jay
2454.78515625,51,1755.6828148163845,3552,2433.251953125,2411.71875,2454.78515625,2583.984375,2153.3203125,2476.318359375,2476.318359375,2411.71875,63945,44100,Tufted Titmouse
6373.828125,57,3741.1620115459477,9250,1851.85546875,1916.455078125,2260.986328125,2045.654296875,5900.09765625,6093.896484375,6330.76171875,6309.228515625,63945,44100,Rose-breasted Grosbeak
2368.65234375,30,1708.8807439736054,3450,1485.791015625,1270.458984375,1485.791015625,1335.05859375,2540.91796875,2368.65234375,2433.251953125,2562.451171875,63945,44100,Eastern Bluebird
1851.85546875,46,1414.3980264081877,2695,1851.85546875,1830.322265625,1981.0546875,3703.7109375,1894.921875,1894.921875,2777.783203125,2540.91796875,63945,44100,Blue Jay
2777.783203125,54,1956.0649283422904,4019,4198.974609375,3617.578125,2842.3828125,4155.908203125,2777.783203125,3165.380859375,3100.78125,2605.517578125,63945,44100,Red-winged Blackbird
4125.0,60,2633.058990303261,149,4101.5625,4382.8125,4078.125,2109.375,3960.9375,4476.5625,1476.5625,3937.5,69600,48000,Red-winged Blackbird
1012.060546875,29,733.5940396033876,123,2433.251953125,1614.990234375,1335.05859375,1335.05859375,4112.841796875,3789.84375,3811.376953125,3875.9765625,63945,44100,Scarlet Tanager
1701.123046875,44,1304.273695349327,2471,1744.189453125,1744.189453125,1744.189453125,1701.123046875,1701.123046875,1701.123046875,1593.45703125,1679.58984375,63945,44100,Blue Jay
2484.375,51,1708.8807439736054,3587,1781.25,2718.75,2625.0,3046.875,2929.6875,2765.625,2437.5,2437.5,69600,48000,American Robin
5124.90234375,63,3181.27127036677,7429,5124.90234375,4758.837890625,4048.2421875,6804.4921875,4392.7734375,4629.638671875,9043.9453125,5727.83203125,63945,44100,American Goldfinch
2812.5,53,1956.0649283422904,4056,4476.5625,5648.4375,4617.1875,5179.6875,4007.8125,5906.25,3796.875,2906.25,69600,48000,American Robin
2562.451171875,51,1853.1674450398705,3693,2347.119140625,2605.517578125,2583.984375,2799.31640625,2390.185546875,2045.654296875,2153.3203125,2088.720703125,63945,44100,American Robin
1421.19140625,41,1109.0801261491836,2060,1464.2578125,1313.525390625,1485.791015625,1571.923828125,1378.125,1270.458984375,1421.19140625,1421.19140625,63945,44100,American Crow
1442.724609375,30,1139.4551226592705,2088,1442.724609375,1464.2578125,1464.2578125,1614.990234375,4177.44140625,1335.05859375,1464.2578125,1485.791015625,63945,44100,Canada Goose
3660.64453125,30,2494.5486885421506,147,3682.177734375,3186.9140625,1313.525390625,3639.111328125,1270.458984375,1507.32421875,5232.568359375,4974.169921875,63945,44100,Rose-breasted Grosbeak
2799.31640625,53,1956.0649283422904,4054,1528.857421875,4866.50390625,2605.517578125,2842.3828125,2820.849609375,2777.783203125,2691.650390625,5426.3671875,63945,44100,Red-winged Blackbird
3164.0625,55,2121.2222434897826,4616,3210.9375,1242.1875,3210.9375,4078.125,3070.3125,3070.3125,3210.9375,3093.75,69600,48000,Bald Eagle
7321.2890625,70,4520.0852958284495,10600,3122.314453125,3122.314453125,7472.021484375,6804.4921875,6632.2265625,3423.779296875,6739.892578125,6826.025390625,63945,44100,Tufted Titmouse
2390.185546875,51,1755.6828148163845,3472,2519.384765625,2519.384765625,2627.05078125,2583.984375,2756.25,2906.982421875,2670.1171875,3466.845703125,63945,44100,Rose-breasted Grosbeak
2304.052734375,50,1708.8807439736054,3343,3811.376953125,4155.908203125,4112.841796875,4134.375,4285.107421875,4263.57421875,4198.974609375,2347.119140625,63945,44100,Blue Jay
1421.19140625,41,1109.0801261491836,2066,1485.791015625,1464.2578125,1270.458984375,1421.19140625,1335.05859375,1421.19140625,1335.05859375,1442.724609375,63945,44100,American Crow
4392.7734375,61,2855.377251401062,6378,5878.564453125,4478.90625,4672.705078125,4694.23828125,4435.83984375,4392.7734375,4457.373046875,4349.70703125,63945,44100,Red-winged Blackbird
6438.427734375,67,4282.309241202705,8929,4909.5703125,4672.705078125,5857.03125,6244.62890625,6976.7578125,7558.154296875,7299.755859375,6072.36328125,63945,44100,Tufted Titmouse
1098.193359375,15,890.792762375542,146,1399.658203125,1636.5234375,3768.310546875,1356.591796875,1464.2578125,1442.724609375,1507.32421875,1270.458984375,63945,44100,Canada Goose
2282.51953125,53,1663.3262981669018,3322,2368.65234375,2519.384765625,2304.052734375,5361.767578125,2562.451171875,2454.78515625,2583.984375,3316.11328125,63945,44100,Rose-breasted Grosbeak
3725.244140625,14,3843.623303895436,261,2605.517578125,2519.384765625,2239.453125,2217.919921875,5684.765625,1808.7890625,2067.1875,1808.7890625,63945,44100,Indigo Bunting
2531.25,51,1755.6828148163845,3671,2531.25,2554.6875,2507.8125,2531.25,2554.6875,2531.25,2531.25,2531.25,69600,48000,Tufted Titmouse
4091.30859375,60,2705.1720466601614,5857,5835.498046875,5103.369140625,4780.37109375,4457.373046875,4263.57421875,4112.841796875,3768.310546875,3488.37890625,63945,44100,Red-winged Blackbird
1873.388671875,46,1853.1674450398705,2780,1335.05859375,1227.392578125,1335.05859375,1571.923828125,2648.583984375,2648.583984375,1894.921875,1851.85546875,63945,44100,Blue Jay
2325.5859375,25,3741.1620115459477,272,2540.91796875,1658.056640625,3122.314453125,4242.041015625,5943.1640625,2691.650390625,2799.31640625,2024.12109375,63945,44100,Indigo Bunting
2002.587890625,47,1492.9327522878455,2880,7256.689453125,7730.419921875,1981.0546875,7149.0234375,2002.587890625,7558.154296875,2067.1875,7213.623046875,63945,44100,American Crow
6309.228515625,45,3948.8907608530103,9161,4780.37109375,4844.970703125,5275.634765625,5792.431640625,6287.6953125,6244.62890625,4995.703125,5447.900390625,63945,44100,Tufted Titmouse
4804.6875,62,3013.922629388657,140,4031.25,4710.9375,4640.625,4898.4375,7429.6875,4968.75,4734.375,4921.875,69600,48000,Carolina Chickadee
1055.126953125,14,759.79382673208,100,1442.724609375,1485.791015625,3316.11328125,1205.859375,2906.982421875,2713.18359375,3316.11328125,3057.71484375,63945,44100,Tufted Titmouse
2971.58203125,54,2064.6758144450405,4058,1959.521484375,2540.91796875,2239.453125,2368.65234375,2670.1171875,2670.1171875,2993.115234375,2950.048828125,63945,44100,American Robin
4392.7734375,60,2933.5790620740468,6367,1765.72265625,6093.896484375,7170.556640625,6890.625,6826.025390625,6696.826171875,4134.375,4155.908203125,63945,44100,Carolina Chickadee
2519.384765625,51,1803.7666800985344,3659,2605.517578125,2540.91796875,2476.318359375,2497.8515625,2347.119140625,1981.0546875,2024.12109375,2260.986328125,63945,44100,Tufted Titmouse
4651.171875,62,3096.466610829576,6741,4715.771484375,5943.1640625,6395.361328125,4758.837890625,4888.037109375,4392.7734375,5943.1640625,6266.162109375,63945,44100,Indigo Bunting
3351.5625,19,2239.003521681573,4846,4781.25,2109.375,3351.5625,2554.6875,2390.625,2554.6875,2718.75,2882.8125,69600,48000,American Crow
1055.126953125,14,864.5929752468496,174,8161.083984375,8074.951171875,8031.884765625,8118.017578125,8441.015625,2131.787109375,1335.05859375,1270.458984375,63945,44100,Tufted Titmouse
3079.248046875,49,2179.317341151332,4463,2756.25,3143.84765625,3100.78125,2174.853515625,3143.84765625,3186.9140625,3143.84765625,3165.380859375,63945,44100,Rose-breasted Grosbeak
1335.05859375,28,1050.7377101547431,967,1335.05859375,1335.05859375,1291.9921875,1356.591796875,1356.591796875,1313.525390625,1335.05859375,1313.525390625,63945,44100,Canada Goose
5273.4375,63,3096.466610829576,7467,4687.5,4851.5625,5250.0,5085.9375,4757.8125,5156.25,4851.5625,5320.3125,69600,48000,Tufted Titmouse
2454.78515625,51,1755.6828148163845,3542,1765.72265625,1937.98828125,2045.654296875,2174.853515625,2433.251953125,2497.8515625,2562.451171875,2583.984375,63945,44100,Blue Jay
8376.416015625,14,3843.623303895436,174,8333.349609375,7536.62109375,7622.75390625,7084.423828125,5620.166015625,6115.4296875,4177.44140625,3617.578125,63945,44100,Carolina Chickadee
2497.8515625,51,1803.7666800985344,3622,2174.853515625,2304.052734375,2433.251953125,2497.8515625,2476.318359375,2476.318359375,2476.318359375,2497.8515625,63945,44100,Tufted Titmouse
3036.181640625,50,2121.2222434897826,4375,2024.12109375,2820.849609375,3596.044921875,2756.25,2648.583984375,2476.318359375,2368.65234375,2390.185546875,63945,44100,American Robin
1464.2578125,41,1109.0801261491836,2064,1464.2578125,1378.125,1528.857421875,1421.19140625,1335.05859375,1291.9921875,1442.724609375,1421.19140625,63945,44100,American Crow
1012.060546875,14,733.5940396033876,129,3423.779296875,2713.18359375,1636.5234375,1291.9921875,1205.859375,2519.384765625,1356.591796875,2648.583984375,63945,44100,Red-winged Blackbird
1873.388671875,47,1414.3980264081877,2723,1485.791015625,1399.658203125,1378.125,1593.45703125,1851.85546875,2024.12109375,2928.515625,2260.986328125,63945,44100,Blue Jay
1242.1875,40,995.5919108903119,1907,3539.0625,3585.9375,1664.0625,1312.5,1242.1875,1312.5,6820.3125,1242.1875,69600,48000,American Crow
2971.58203125,54,2064.6758144450405,4325,2993.115234375,3488.37890625,3746.77734375,3208.447265625,3919.04296875,3229.98046875,3229.98046875,3897.509765625,63945,44100,Purple Finch
2217.919921875,49,1618.9862188629947,3198,1291.9921875,2260.986328125,2239.453125,2217.919921875,2196.38671875,2196.38671875,2153.3203125,2950.048828125,63945,44100,Blue Jay
3036.181640625,26,1853.1674450398705,7692,5447.900390625,4909.5703125,2562.451171875,5167.96875,3057.71484375,3294.580078125,3294.580078125,3316.11328125,63945,44100,Red-winged Blackbird
2131.787109375,49,1575.8281341171266,2959,2045.654296875,2174.853515625,2045.654296875,2368.65234375,2088.720703125,2282.51953125,2110.25390625,2045.654296875,63945,44100,Blue Jay
2713.18359375,54,2121.2222434897826,3937,3746.77734375,3186.9140625,4155.908203125,3639.111328125,3854.443359375,4177.44140625,3854.443359375,3100.78125,63945,44100,Purple Finch
3375.0,20,2239.003521681573,202,1523.4375,2789.0625,1687.5,1546.875,3375.0,3398.4375,3375.0,1312.5,69600,48000,Red-winged Blackbird
4414.306640625,61,2933.5790620740468,6408,2928.515625,4005.17578125,4134.375,3682.177734375,5706.298828125,4952.63671875,3057.71484375,2906.982421875,63945,44100,Indigo Bunting
4995.703125,63,3268.398522453182,7261,1851.85546875,1593.45703125,1830.322265625,1571.923828125,4866.50390625,4995.703125,4565.0390625,5017.236328125,63945,44100,Red-winged Blackbird
2863.916015625,53,2009.6367704220825,4152,2756.25,2002.587890625,1528.857421875,2691.650390625,2928.515625,2928.515625,2885.44921875,2885.44921875,63945,44100,Red-winged Blackbird
4888.037109375,56,3181.27127036677,7088,3208.447265625,2540.91796875,2713.18359375,6223.095703125,4931.103515625,3380.712890625,3079.248046875,2627.05078125,63945,44100,Tufted Titmouse
4406.25,61,2779.2601035454527,6392,3914.0625,4312.5,4195.3125,3773.4375,4218.75,3703.125,1289.0625,4546.875,69600,48000,Carolina Chickadee
2411.71875,51,1755.6828148163845,3484,1701.123046875,1399.658203125,1227.392578125,2928.515625,2476.318359375,2411.71875,2519.384765625,2088.720703125,63945,44100,Eastern Bluebird
2671.875,52,1853.1674450398705,3863,1335.9375,2625.0,2718.75,2648.4375,2648.4375,2695.3125,2507.8125,2718.75,69600,48000,Tufted Titmouse
2583.984375,52,1853.1674450398705,3773,2411.71875,1227.392578125,1227.392578125,2627.05078125,2562.451171875,2605.517578125,2088.720703125,2131.787109375,63945,44100,Blue Jay
7640.625,71,4399.591234802461,11449,7570.3125,7617.1875,7617.1875,7593.75,7101.5625,7523.4375,7898.4375,6890.625,69600,48000,Blue Jay
1550.390625,43,1202.7235902613256,2254,3660.64453125,3940.576171875,3940.576171875,1851.85546875,1571.923828125,1937.98828125,1873.388671875,1614.990234375,63945,44100,American Crow
1894.921875,46,1414.3980264081877,2753,1916.455078125,3725.244140625,3639.111328125,1722.65625,3251.513671875,1873.388671875,3682.177734375,1787.255859375,63945,44100,Blue Jay
1312.5,40,1022.7276958555574,1820,6375.0,3375.0,5625.0,5015.625,1312.5,1265.625,1804.6875,4500.0,69600,48000,American Crow
1701.123046875,45,1339.9945670973298,2459,1873.388671875,1873.388671875,1701.123046875,1894.921875,1787.255859375,1851.85546875,1808.7890625,1830.322265625,63945,44100,Mallard
3036.181640625,14,2121.2222434897826,4403,2605.517578125,1765.72265625,2476.318359375,2777.783203125,3057.71484375,2993.115234375,1227.392578125,7644.287109375,63945,44100,Tufted Titmouse
3682.177734375,57,2494.5486885421506,107,1421.19140625,1248.92578125,1270.458984375,3682.177734375,3617.578125,3251.513671875,2562.451171875,3423.779296875,63945,44100,Eastern Bluebird
3789.84375,24,2562.8682859474306,111,3036.181640625,2239.453125,2583.984375,2627.05078125,3789.84375,2110.25390625,5534.033203125,2562.451171875,63945,44100,American Robin
1875.0,46,1376.6937462995018,2719,1875.0,1875.0,2742.1875,2859.375,1898.4375,3234.375,2765.625,1898.4375,69600,48000,Carolina Chickadee
2734.716796875,53,1956.0649283422904,3980,2433.251953125,2325.5859375,3165.380859375,2734.716796875,2304.052734375,2691.650390625,2777.783203125,2820.849609375,63945,44100,American Robin
5490.966796875,16,3544.3606937385,7967,7515.087890625,6136.962890625,6072.36328125,6158.49609375,5598.6328125,5641.69921875,5813.96484375,5813.96484375,63945,44100,Brown-headed Cowbird
4198.974609375,60,2779.2601035454527,5887,4844.970703125,3617.578125,4091.30859375,6589.16015625,4651.171875,4112.841796875,6244.62890625,4931.103515625,63945,44100,Tufted Titmouse
3423.779296875,56,2300.3243609551837,4891,2583.984375,3488.37890625,3445.3125,3402.24609375,3294.580078125,3208.447265625,3143.84765625,3143.84765625,63945,44100,Blue Jay
2531.25,51,1755.6828148163845,143,2367.1875,2460.9375,2554.6875,2554.6875,2882.8125,2531.25,2507.8125,2882.8125,69600,48000,Tufted Titmouse
4198.974609375,60,2855.377251401062,6193,3100.78125,5340.234375,3768.310546875,4220.5078125,4392.7734375,4155.908203125,4134.375,4005.17578125,63945,44100,American Goldfinch
2531.25,51,1755.6828148163845,3645,2039.0625,1992.1875,3304.6875,3445.3125,2929.6875,3093.75,2085.9375,2531.25,69600,48000,Rose-breasted Grosbeak
1464.2578125,42,1139.4551226592705,2139,1701.123046875,1227.392578125,1399.658203125,1205.859375,1485.791015625,1442.724609375,1205.859375,1485.791015625,63945,44100,Canada Goose
7105.95703125,45,4399.591234802461,10302,1550.390625,1701.123046875,1313.525390625,1227.392578125,7062.890625,7019.82421875,2347.119140625,2067.1875,63945,44100,American Goldfinch
2562.451171875,52,1853.1674450398705,3669,2713.18359375,3574.51171875,2476.318359375,2885.44921875,2540.91796875,2562.451171875,3897.509765625,2390.185546875,63945,44100,American Robin
2691.650390625,53,1903.9211763064616,3940,2605.517578125,3036.181640625,2820.849609375,3057.71484375,3014.6484375,3466.845703125,3574.51171875,3488.37890625,63945,44100,Rose-breasted Grosbeak
2562.451171875,52,1853.1674450398705,3743,3014.6484375,2562.451171875,2562.451171875,2583.984375,3122.314453125,2562.451171875,3725.244140625,2583.984375,63945,44100,American Robin
