peak_Hz,peak_Q,peak_mel,fourier_freq,ampmax_n3,ampmax_n2,ampmax_n1,ampmax_0,ampmax_p1,ampmax_p2,num_samples,sample_rate,species
3488.37890625,57,2428.0503191005596,5048,1205.859375,3725.244140625,3682.177734375,3509.912109375,3445.3125,3531.4453125,63945,44100,Blue Jay
5706.298828125,17,1708.8807439736054,3449,4780.37109375,8096.484375,8204.150390625,5641.69921875,5706.298828125,5663.232421875,63945,44100,Blue Jay
2671.875,52,1853.1674450398705,3847,2109.375,2484.375,2812.5,2484.375,2835.9375,2554.6875,69600,48000,American Robin
1382.8125,41,1050.7377101547431,2007,1265.625,1359.375,1195.3125,1406.25,1265.625,1242.1875,69600,48000,Canada Goose
2217.919921875,49,1618.9862188629947,3217,2325.5859375,2282.51953125,2347.119140625,2820.849609375,2670.1171875,2670.1171875,63945,44100,American Robin
3596.044921875,53,2428.0503191005596,5229,1894.921875,3660.64453125,2691.650390625,3596.044921875,3596.044921875,2756.25,63945,44100,Blue Jay
2670.1171875,28,1903.9211763064616,3876,1313.525390625,1464.2578125,1399.658203125,2670.1171875,4435.83984375,4457.373046875,63945,44100,Blue Jay
3380.712890625,56,2300.3243609551837,4878,4866.50390625,3509.912109375,3402.24609375,3337.646484375,3273.046875,3359.1796875,63945,44100,Blue Jay
3488.37890625,56,2363.324628283645,5044,3380.712890625,3251.513671875,3229.98046875,3100.78125,6696.826171875,7019.82421875,63945,44100,Blue Jay
1195.3125,40,943.1923366329269,130,1195.3125,1804.6875,1617.1875,2812.5,2812.5,1359.375,69600,48000,Blue Jay
1442.724609375,34,759.79382673208,1332,1593.45703125,1442.724609375,1356.591796875,1442.724609375,1528.857421875,1421.19140625,63945,44100,Canada Goose
1335.05859375,40,1050.7377101547431,1928,3036.181640625,3316.11328125,1399.658203125,1335.05859375,1356.591796875,1335.05859375,63945,44100,American Crow
8906.25,73,4901.7317027958015,12833,8859.375,8789.0625,8695.3125,8671.875,8320.3125,8296.875,69600,48000,American Robin
4406.25,61,3013.922629388657,6416,4101.5625,4265.625,6843.75,6937.5,3796.875,7148.4375,69600,48000,American Goldfinch
1076.66015625,33,733.5940396033876,286,1227.392578125,1658.056640625,1787.255859375,1227.392578125,1399.658203125,1593.45703125,63945,44100,Carolina Chickadee
4435.83984375,61,2933.5790620740468,6444,4608.10546875,4134.375,4543.505859375,3811.376953125,4478.90625,4349.70703125,63945,44100,American Goldfinch
3832.91015625,58,2562.8682859474306,5552,1313.525390625,2993.115234375,2756.25,3811.376953125,2734.716796875,3811.376953125,63945,44100,American Robin
6632.2265625,67,4057.0412364152144,9617,4672.705078125,5857.03125,6632.2265625,7924.21875,4134.375,6653.759765625,63945,44100,American Robin
2347.119140625,53,1956.0649283422904,3920,3186.9140625,3466.845703125,3380.712890625,2670.1171875,2368.65234375,2347.119140625,63945,44100,American Robin
1500.0,43,1202.7235902613256,2335,1593.75,1664.0625,1476.5625,1593.75,1500.0,1617.1875,69600,48000,American Crow
6468.75,68,3843.623303895436,9367,3843.75,3796.875,3843.75,6492.1875,6492.1875,6421.875,69600,48000,Carolina Chickadee
4429.6875,61,2855.377251401062,6579,4476.5625,4570.3125,4710.9375,3937.5,3562.5,4710.9375,69600,48000,American Robin
3046.875,55,2179.317341151332,4861,3140.625,3187.5,3351.5625,3304.6875,3468.75,1734.375,69600,48000,Bald Eagle
1464.2578125,42,1139.4551226592705,2134,1378.125,2885.44921875,1550.390625,1507.32421875,1378.125,5017.236328125,63945,44100,Canada Goose
5684.765625,65,3641.4320785415066,8230,5835.498046875,8484.08203125,5835.498046875,5663.232421875,3251.513671875,3316.11328125,63945,44100,Carolina Chickadee
6180.029296875,66,3843.623303895436,8777,6072.36328125,6072.36328125,6029.296875,7450.48828125,6158.49609375,6201.5625,63945,44100,Brown-headed Cowbird
2842.3828125,55,2239.003521681573,4657,2454.78515625,2497.8515625,2670.1171875,3359.1796875,2842.3828125,2863.916015625,63945,44100,American Robin
2812.5,53,1903.9211763064616,3914,2109.375,2789.0625,2789.0625,2648.4375,2882.8125,2695.3125,69600,48000,American Robin
6093.75,66,2179.317341151332,4694,3164.0625,3140.625,3070.3125,3093.75,6492.1875,6046.875,69600,48000,Blue Jay
1312.5,42,1903.9211763064616,309,1289.0625,2906.25,2648.4375,3703.125,2929.6875,2695.3125,69600,48000,Blue Jay
5254.1015625,26,3357.9119772274435,7625,1356.591796875,1205.859375,1507.32421875,5340.234375,5275.634765625,1270.458984375,63945,44100,American Goldfinch
3539.0625,57,2300.3243609551837,5122,1875.0,2460.9375,4593.75,3679.6875,3562.5,3562.5,69600,48000,American Goldfinch
1270.458984375,39,1022.7276958555574,1818,1291.9921875,1291.9921875,1248.92578125,1248.92578125,1421.19140625,1313.525390625,63945,44100,Canada Goose
3488.37890625,57,2363.324628283645,107,3445.3125,3509.912109375,2691.650390625,3466.845703125,3488.37890625,1808.7890625,63945,44100,Blue Jay
1894.921875,46,1414.3980264081877,2753,3725.244140625,3639.111328125,1722.65625,3251.513671875,1873.388671875,3682.177734375,63945,44100,Blue Jay
1335.9375,40,1079.5148503509004,1944,1289.0625,1195.3125,1429.6875,1382.8125,1242.1875,1265.625,69600,48000,American Crow
2799.31640625,53,2179.317341151332,4570,1981.0546875,3165.380859375,3057.71484375,2670.1171875,2691.650390625,3122.314453125,63945,44100,American Robin
6309.228515625,67,2855.377251401062,9154,6459.9609375,6503.02734375,4371.240234375,4306.640625,4220.5078125,4198.974609375,63945,44100,Carolina Chickadee
1356.591796875,40,1050.7377101547431,1972,1291.9921875,1248.92578125,1421.19140625,1335.05859375,1378.125,1356.591796875,63945,44100,American Crow
3423.779296875,57,2363.324628283645,4953,3445.3125,3423.779296875,3380.712890625,3359.1796875,3488.37890625,7988.818359375,63945,44100,Blue Jay
3531.4453125,57,2428.0503191005596,4914,3380.712890625,3273.046875,1658.056640625,3617.578125,3509.912109375,3445.3125,63945,44100,Blue Jay
2691.650390625,52,1903.9211763064616,3898,2971.58203125,4048.2421875,4586.572265625,2497.8515625,2368.65234375,2950.048828125,63945,44100,American Robin
1406.25,41,1853.1674450398705,2046,2695.3125,2718.75,1406.25,2671.875,2929.6875,2953.125,69600,48000,Bald Eagle
7062.890625,69,4282.309241202705,10107,6998.291015625,7213.623046875,6718.359375,7751.953125,6933.69140625,6696.826171875,63945,44100,Blue Jay
1614.990234375,43,1269.5050518489365,2452,1507.32421875,1614.990234375,1614.990234375,1614.990234375,1442.724609375,1421.19140625,63945,44100,American Crow
4804.6875,13,3013.922629388657,106,4734.375,1289.0625,8109.375,6445.3125,8109.375,4828.125,69600,48000,Blue Jay
1640.625,43,1235.6632525954,2383,1617.1875,1546.875,1664.0625,1593.75,1664.0625,1593.75,69600,48000,Canada Goose
2024.12109375,47,1492.9327522878455,2951,5340.234375,5383.30078125,1937.98828125,2045.654296875,2045.654296875,2024.12109375,63945,44100,Blue Jay
5469.43359375,60,2855.377251401062,6296,4306.640625,3875.9765625,4414.306640625,5404.833984375,7902.685546875,6589.16015625,63945,44100,American Goldfinch
3682.177734375,17,2494.5486885421506,5349,3509.912109375,4177.44140625,3962.109375,3789.84375,3962.109375,3402.24609375,63945,44100,American Goldfinch
2132.8125,49,1533.8205349388509,3812,2015.625,2414.0625,2226.5625,2203.125,2015.625,2062.5,69600,48000,Eastern Bluebird
2519.384765625,51,1803.7666800985344,3647,3229.98046875,3380.712890625,3380.712890625,2497.8515625,3402.24609375,3380.712890625,63945,44100,Blue Jay
3070.3125,55,2064.6758144450405,4549,2531.25,2531.25,3164.0625,2882.8125,2718.75,2062.5,69600,48000,American Robin
1701.123046875,17,1304.273695349327,518,2368.65234375,1571.923828125,1571.923828125,1722.65625,1937.98828125,2045.654296875,63945,44100,Canada Goose
7640.625,71,4399.591234802461,11485,7687.5,7593.75,7664.0625,7945.3125,8250.0,7125.0,69600,48000,Blue Jay
4328.173828125,60,2562.8682859474306,6301,3919.04296875,4306.640625,5469.43359375,6180.029296875,3682.177734375,4112.841796875,63945,44100,American Goldfinch
5718.75,65,3449.8769869545595,8306,5156.25,5484.375,5484.375,5437.5,5484.375,5765.625,69600,48000,Blue Jay
3046.875,54,2064.6758144450405,4408,4335.9375,2648.4375,3046.875,3000.0,4546.875,4570.3125,69600,48000,American Robin
3036.181640625,54,2121.2222434897826,4427,3208.447265625,3057.71484375,3014.6484375,3143.84765625,3014.6484375,2648.583984375,63945,44100,American Robin
1981.0546875,47,1492.9327522878455,2879,1679.58984375,1636.5234375,1873.388671875,1744.189453125,1722.65625,1830.322265625,63945,44100,American Robin
7730.419921875,66,4643.879394964275,11221,1679.58984375,1744.189453125,7945.751953125,7105.95703125,4608.10546875,4177.44140625,63945,44100,Brown-headed Cowbird
2531.25,51,2705.1720466601614,114,4171.875,3820.3125,4195.3125,4546.875,3820.3125,4640.625,69600,48000,Carolina Chickadee
1507.32421875,41,1170.6620161542858,2186,1335.05859375,1313.525390625,1205.859375,1485.791015625,1421.19140625,1205.859375,63945,44100,American Crow
4617.1875,17,2855.377251401062,6693,4734.375,2390.625,1476.5625,2343.75,1312.5,2343.75,69600,48000,American Robin
4328.173828125,60,2855.377251401062,6198,4995.703125,3854.443359375,4371.240234375,4285.107421875,2390.185546875,4285.107421875,63945,44100,American Goldfinch
1550.390625,43,1202.7235902613256,2308,1485.791015625,1550.390625,1227.392578125,1593.45703125,1636.5234375,1614.990234375,63945,44100,Canada Goose
4672.705078125,62,3181.27127036677,6939,4888.037109375,4780.37109375,4500.439453125,4651.171875,4995.703125,4694.23828125,63945,44100,Brown-headed Cowbird
2562.451171875,51,1755.6828148163845,3711,1894.921875,2024.12109375,2110.25390625,2411.71875,2562.451171875,2605.517578125,63945,44100,Blue Jay
4392.7734375,61,3268.398522453182,6361,2713.18359375,6524.560546875,6373.828125,5383.30078125,5361.767578125,5232.568359375,63945,44100,Carolina Chickadee
6675.29296875,68,1755.6828148163845,3555,3919.04296875,6373.828125,6180.029296875,4091.30859375,5727.83203125,2131.787109375,63945,44100,American Robin
3375.0,56,2179.317341151332,4885,3351.5625,3257.8125,3234.375,2906.25,3210.9375,2882.8125,69600,48000,Blue Jay
1148.4375,13,759.79382673208,153,1242.1875,1195.3125,2460.9375,3328.125,1406.25,1992.1875,69600,48000,Brown-headed Cowbird
1873.388671875,46,1414.3980264081877,2870,1981.0546875,2820.849609375,2799.31640625,3725.244140625,3617.578125,3660.64453125,63945,44100,Blue Jay
3940.576171875,57,3013.922629388657,7126,3229.98046875,3445.3125,4220.5078125,4715.771484375,2196.38671875,4844.970703125,63945,44100,American Goldfinch
2484.375,51,1755.6828148163845,3607,2507.8125,2507.8125,2460.9375,2484.375,2507.8125,2484.375,69600,48000,Blue Jay
1162.79296875,38,943.1923366329269,1715,1701.123046875,1528.857421875,1485.791015625,1442.724609375,1442.724609375,1335.05859375,63945,44100,American Crow
3014.6484375,54,2121.2222434897826,4364,2842.3828125,2863.916015625,2950.048828125,3036.181640625,2110.25390625,1894.921875,63945,44100,American Robin
3380.712890625,56,2363.324628283645,4911,2476.318359375,1421.19140625,4543.505859375,3466.845703125,3466.845703125,3380.712890625,63945,44100,Blue Jay
2540.91796875,51,1304.273695349327,3692,2562.451171875,2519.384765625,1658.056640625,1722.65625,2605.517578125,2540.91796875,63945,44100,Blue Jay
2756.25,53,1956.0649283422904,4061,4091.30859375,2820.849609375,2885.44921875,4112.841796875,2820.849609375,1528.857421875,63945,44100,American Robin
1830.322265625,43,1202.7235902613256,2271,1507.32421875,1593.45703125,1270.458984375,1808.7890625,1313.525390625,1658.056640625,63945,44100,American Crow
9000.0,72,4771.063912195746,13042,15023.4375,4101.5625,2976.5625,8484.375,4054.6875,14882.8125,69600,48000,American Goldfinch
3187.5,56,2121.2222434897826,4582,3164.0625,3140.625,3093.75,3023.4375,6234.375,5765.625,69600,48000,Blue Jay
2411.71875,50,1755.6828148163845,3504,4801.904296875,2411.71875,2411.71875,2411.71875,2390.185546875,2411.71875,63945,44100,Blue Jay
1429.6875,41,1109.0801261491836,2122,1382.8125,6609.375,1757.8125,1476.5625,1382.8125,1570.3125,69600,48000,American Crow
4406.25,61,2779.2601035454527,6379,4359.375,4382.8125,4382.8125,4382.8125,4382.8125,4335.9375,69600,48000,Carolina Chickadee
4500.439453125,62,2933.5790620740468,6621,4005.17578125,4543.505859375,4285.107421875,4823.4375,4263.57421875,4478.90625,63945,44100,American Goldfinch
7406.25,70,4282.309241202705,10725,6539.0625,6960.9375,7242.1875,7523.4375,3890.625,7335.9375,69600,48000,Brown-headed Cowbird
1098.193359375,33,733.5940396033876,1393,1399.658203125,1528.857421875,1464.2578125,9216.2109375,8914.74609375,1658.056640625,63945,44100,Brown-headed Cowbird
2109.375,48,1414.3980264081877,3075,2109.375,2132.8125,2250.0,2414.0625,2320.3125,2203.125,69600,48000,Eastern Bluebird
2540.91796875,51,1803.7666800985344,3669,2540.91796875,2842.3828125,2562.451171875,2282.51953125,2131.787109375,2153.3203125,63945,44100,American Robin
3984.375,59,2494.5486885421506,5602,2601.5625,2882.8125,5953.125,4289.0625,3914.0625,3796.875,69600,48000,American Goldfinch
2993.115234375,50,2064.6758144450405,4327,2325.5859375,3488.37890625,3122.314453125,2605.517578125,2368.65234375,2325.5859375,63945,44100,American Robin
1101.5625,34,785.9936138607725,1405,1265.625,1359.375,1312.5,1453.125,1195.3125,1945.3125,69600,48000,Canada Goose
1382.8125,41,1050.7377101547431,2017,1453.125,1429.6875,1664.0625,1382.8125,1664.0625,1359.375,69600,48000,Canada Goose
1464.2578125,15,890.792762375542,146,1636.5234375,1291.9921875,1356.591796875,1442.724609375,1442.724609375,1485.791015625,63945,44100,Canada Goose
6093.896484375,16,4057.0412364152144,9399,5383.30078125,6481.494140625,7149.0234375,6093.896484375,6481.494140625,5340.234375,63945,44100,Brown-headed Cowbird
1787.255859375,19,1339.9945670973298,123,2045.654296875,1205.859375,1571.923828125,1894.921875,2347.119140625,1830.322265625,63945,44100,Blue Jay
3046.875,55,2064.6758144450405,4420,3000.0,2039.0625,2835.9375,3304.6875,6562.5,6515.625,69600,48000,Blue Jay
2625.0,52,1803.7666800985344,3823,2015.625,1945.3125,2414.0625,2625.0,2648.4375,2601.5625,69600,48000,Bald Eagle
3750.0,58,2428.0503191005596,5439,3867.1875,3796.875,3726.5625,3773.4375,3445.3125,3679.6875,69600,48000,Blue Jay
3656.25,58,2363.324628283645,5311,1429.6875,1242.1875,4851.5625,3984.375,3632.8125,3585.9375,69600,48000,American Goldfinch
3070.3125,54,2064.6758144450405,4445,3000.0,2414.0625,3070.3125,2976.5625,2625.0,2039.0625,69600,48000,American Robin
1055.126953125,35,916.9925495042345,1450,1464.2578125,1658.056640625,1399.658203125,8893.212890625,1291.9921875,1205.859375,63945,44100,Brown-headed Cowbird
4608.10546875,55,3013.922629388657,6688,3294.580078125,3316.11328125,4543.505859375,4586.572265625,4586.572265625,3057.71484375,63945,44100,Blue Jay
3914.0625,51,2009.6367704220825,5690,2765.625,2109.375,3890.625,2390.625,2671.875,3914.0625,69600,48000,American Robin
2347.119140625,50,1708.8807439736054,3429,4177.44140625,2174.853515625,2196.38671875,2390.185546875,2540.91796875,2196.38671875,63945,44100,Eastern Bluebird
3423.779296875,56,2363.324628283645,4962,3423.779296875,3423.779296875,3337.646484375,3316.11328125,3079.248046875,8139.55078125,63945,44100,Blue Jay
1722.65625,45,1304.273695349327,2486,1593.45703125,1744.189453125,1830.322265625,1851.85546875,1722.65625,1614.990234375,63945,44100,American Crow
2601.5625,51,1755.6828148163845,3601,1710.9375,1640.625,1523.4375,2671.875,2648.4375,2625.0,69600,48000,Bald Eagle
1031.25,33,707.3942524746952,114,1265.625,1335.9375,1195.3125,1265.625,1218.75,1453.125,69600,48000,Brown-headed Cowbird
5706.298828125,65,3641.4320785415066,8255,6136.962890625,4888.037109375,4198.974609375,5706.298828125,3854.443359375,5727.83203125,63945,44100,Carolina Chickadee
1453.125,41,1109.0801261491836,131,1710.9375,1218.75,1945.3125,1218.75,1640.625,1593.75,69600,48000,Blue Jay
2343.75,50,1663.3262981669018,3418,2250.0,2906.25,2765.625,2531.25,2390.625,2343.75,69600,48000,Eastern Bluebird
1528.857421875,43,1202.7235902613256,2219,1701.123046875,2885.44921875,1658.056640625,1593.45703125,1442.724609375,1830.322265625,63945,44100,American Crow
3337.646484375,56,2300.3243609551837,4861,8225.68359375,3445.3125,3273.046875,2885.44921875,2390.185546875,2304.052734375,63945,44100,Blue Jay
6244.62890625,69,3843.623303895436,9057,5921.630859375,4909.5703125,9539.208984375,7127.490234375,6718.359375,7364.35546875,63945,44100,Carolina Chickadee
5275.634765625,60,3357.9119772274435,7661,2971.58203125,1464.2578125,3208.447265625,3186.9140625,4220.5078125,5340.234375,63945,44100,American Robin
3890.625,59,2494.5486885421506,5582,4757.8125,4453.125,4148.4375,4101.5625,3703.125,3820.3125,69600,48000,American Goldfinch
4875.0,50,1663.3262981669018,7077,2601.5625,2437.5,4875.0,5039.0625,3070.3125,2343.75,69600,48000,Blue Jay
4457.373046875,60,2933.5790620740468,6378,3380.712890625,4371.240234375,4543.505859375,4694.23828125,4651.171875,4931.103515625,63945,44100,American Goldfinch
5900.09765625,66,3741.1620115459477,8566,4823.4375,3983.642578125,4500.439453125,6266.162109375,3854.443359375,5857.03125,63945,44100,American Goldfinch
4429.6875,61,2779.2601035454527,6398,4476.5625,4382.8125,4406.25,4289.0625,4382.8125,8039.0625,69600,48000,Carolina Chickadee
3014.6484375,54,2121.2222434897826,4369,6330.76171875,2519.384765625,3100.78125,2993.115234375,2971.58203125,2885.44921875,63945,44100,Blue Jay
4195.3125,60,2779.2601035454527,6083,3023.4375,2250.0,4500.0,3890.625,3750.0,4335.9375,69600,48000,American Goldfinch
5663.232421875,65,3544.3606937385,8215,2648.583984375,2196.38671875,2842.3828125,5641.69921875,5404.833984375,1830.322265625,63945,44100,American Goldfinch
1828.125,46,1339.9945670973298,2649,1875.0,3773.4375,3726.5625,1875.0,1828.125,2812.5,69600,48000,Blue Jay
1313.525390625,39,995.5919108903119,1907,1421.19140625,1205.859375,1378.125,1313.525390625,1270.458984375,1291.9921875,63945,44100,Canada Goose
1359.375,41,1050.7377101547431,1986,5367.1875,1500.0,1382.8125,1265.625,1359.375,1382.8125,69600,48000,American Crow
6416.89453125,67,3948.8907608530103,9295,6266.162109375,6416.89453125,6395.361328125,6373.828125,6395.361328125,6395.361328125,63945,44100,Carolina Chickadee
1658.056640625,44,1269.5050518489365,2406,1636.5234375,1636.5234375,2670.1171875,5835.498046875,5749.365234375,5318.701171875,63945,44100,Blue Jay
2519.384765625,53,2239.003521681573,3660,2777.783203125,2756.25,2799.31640625,3251.513671875,3445.3125,2540.91796875,63945,44100,American Robin
1382.8125,41,1079.5148503509004,2055,1406.25,1382.8125,1312.5,1406.25,1453.125,1382.8125,69600,48000,Canada Goose
9603.80859375,74,5610.751660579599,13919,9431.54296875,9194.677734375,8957.8125,8268.75,7622.75390625,8053.41796875,63945,44100,American Robin
2476.318359375,51,1956.0649283422904,3924,2605.517578125,3251.513671875,2540.91796875,2885.44921875,3100.78125,2605.517578125,63945,44100,Eastern Bluebird
1464.2578125,30,1139.4551226592705,2125,1550.390625,1464.2578125,1291.9921875,1399.658203125,1485.791015625,1485.791015625,63945,44100,Canada Goose
1076.66015625,14,733.5940396033876,277,1744.189453125,1291.9921875,1485.791015625,1614.990234375,1528.857421875,1744.189453125,63945,44100,Carolina Chickadee
3140.625,55,2121.2222434897826,4582,3140.625,3117.1875,3070.3125,3070.3125,2835.9375,6210.9375,69600,48000,Blue Jay
6093.896484375,66,3741.1620115459477,8581,5167.96875,7192.08984375,6373.828125,6223.095703125,6136.962890625,6136.962890625,63945,44100,Carolina Chickadee
6804.4921875,68,4168.153689421891,9874,4672.705078125,4694.23828125,6739.892578125,6739.892578125,6804.4921875,6782.958984375,63945,44100,Carolina Chickadee
1710.9375,44,1269.5050518489365,101,1710.9375,1687.5,1500.0,1312.5,1593.75,1640.625,69600,48000,Blue Jay
1421.19140625,41,1109.0801261491836,2070,1614.990234375,1507.32421875,1507.32421875,1291.9921875,1291.9921875,1421.19140625,63945,44100,American Crow
3079.248046875,55,2121.2222434897826,4456,3208.447265625,3057.71484375,3143.84765625,3057.71484375,3079.248046875,3079.248046875,63945,44100,Blue Jay
4242.041015625,17,2779.2601035454527,6120,3919.04296875,4091.30859375,3423.779296875,4371.240234375,4500.439453125,1507.32421875,63945,44100,American Goldfinch
3682.177734375,58,2494.5486885421506,9134,6266.162109375,3596.044921875,3660.64453125,3725.244140625,3682.177734375,3703.7109375,63945,44100,Carolina Chickadee
1593.75,43,1202.7235902613256,4696,1851.5625,1617.1875,1734.375,1593.75,1570.3125,1593.75,69600,48000,Blue Jay
1464.2578125,42,1139.4551226592705,2132,1464.2578125,1787.255859375,1485.791015625,3445.3125,2497.8515625,2605.517578125,63945,44100,American Crow
1485.791015625,42,1170.6620161542858,2164,1421.19140625,1291.9921875,1464.2578125,1399.658203125,1378.125,1464.2578125,63945,44100,American Crow
3660.64453125,57,2494.5486885421506,5300,3660.64453125,3682.177734375,3036.181640625,2454.78515625,2433.251953125,3531.4453125,63945,44100,Blue Jay
2648.4375,52,1803.7666800985344,3798,2531.25,2648.4375,2507.8125,2671.875,2250.0,2648.4375,69600,48000,Eastern Bluebird
1205.859375,39,969.3921237616194,1736,1442.724609375,1399.658203125,1442.724609375,1227.392578125,1291.9921875,1658.056640625,63945,44100,American Crow
2670.1171875,52,1903.9211763064616,3863,1270.458984375,3122.314453125,2583.984375,2670.1171875,2605.517578125,2670.1171875,63945,44100,Blue Jay
3328.125,52,2179.317341151332,133,1546.875,1734.375,3328.125,3046.875,2320.3125,2250.0,69600,48000,American Robin
1291.9921875,40,1139.4551226592705,1883,1830.322265625,1205.859375,1248.92578125,1442.724609375,1313.525390625,1421.19140625,63945,44100,American Crow
1981.0546875,47,1492.9327522878455,2896,5017.236328125,5620.166015625,2045.654296875,2002.587890625,1937.98828125,2002.587890625,63945,44100,American Robin
3100.78125,55,2179.317341151332,4482,2691.650390625,2540.91796875,2454.78515625,3014.6484375,2971.58203125,3079.248046875,63945,44100,American Robin
4710.9375,62,2933.5790620740468,6833,3515.625,4757.8125,4734.375,4687.5,4687.5,4664.0625,69600,48000,Carolina Chickadee
2971.58203125,54,2179.317341151332,4309,2583.984375,2282.51953125,2583.984375,3100.78125,2928.515625,2928.515625,63945,44100,American Robin
3070.3125,55,2064.6758144450405,4446,2226.5625,2718.75,3070.3125,2695.3125,2976.5625,2039.0625,69600,48000,American Robin
3079.248046875,52,1903.9211763064616,3934,2088.720703125,2217.919921875,2605.517578125,2347.119140625,1916.455078125,1959.521484375,63945,44100,American Robin
2507.8125,51,1755.6828148163845,3668,2507.8125,2554.6875,2554.6875,2484.375,2507.8125,2484.375,69600,48000,Blue Jay
3832.91015625,58,2562.8682859474306,5562,1227.392578125,1464.2578125,2734.716796875,3832.91015625,3919.04296875,3854.443359375,63945,44100,American Robin
3843.75,59,2494.5486885421506,5584,1523.4375,5015.625,4078.125,4195.3125,4593.75,3445.3125,69600,48000,American Goldfinch
1399.658203125,40,1109.0801261491836,2019,1335.05859375,1356.591796875,1248.92578125,1378.125,1378.125,1399.658203125,63945,44100,Canada Goose
2282.51953125,49,1663.3262981669018,3291,1485.791015625,3445.3125,3100.78125,2842.3828125,2820.849609375,2433.251953125,63945,44100,American Robin
3421.875,57,2300.3243609551837,5126,3093.75,3421.875,4289.0625,3164.0625,3023.4375,3023.4375,69600,48000,American Goldfinch
2484.375,51,1708.8807439736054,3587,2718.75,2625.0,3046.875,2929.6875,2765.625,2437.5,69600,48000,American Robin
6115.4296875,16,4282.309241202705,10210,2928.515625,2906.982421875,4931.103515625,7450.48828125,4629.638671875,7041.357421875,63945,44100,Brown-headed Cowbird
3398.4375,15,2239.003521681573,102,3375.0,3398.4375,3281.25,3140.625,3046.875,2953.125,69600,48000,Blue Jay
2756.25,52,1853.1674450398705,3796,1205.859375,3079.248046875,3186.9140625,2756.25,2971.58203125,2820.849609375,63945,44100,American Robin
1098.193359375,33,2933.5790620740468,6565,3552.978515625,1593.45703125,3940.576171875,3725.244140625,1485.791015625,1507.32421875,63945,44100,American Robin
8764.013671875,72,5173.901310238113,12717,8419.482421875,8010.3515625,7450.48828125,7170.556640625,7321.2890625,7450.48828125,63945,44100,American Robin
3375.0,56,2239.003521681573,5005,3539.0625,3304.6875,3187.5,3210.9375,2507.8125,2554.6875,69600,48000,American Robin
5921.630859375,66,2933.5790620740468,8584,5921.630859375,5878.564453125,4457.373046875,5706.298828125,5900.09765625,4371.240234375,63945,44100,American Goldfinch
1184.326171875,39,969.3921237616194,115,1227.392578125,1205.859375,1313.525390625,1291.9921875,1399.658203125,1205.859375,63945,44100,American Crow
5663.232421875,65,3641.4320785415066,8195,1507.32421875,5641.69921875,1550.390625,6416.89453125,1636.5234375,5857.03125,63945,44100,American Goldfinch
1033.59375,33,2121.2222434897826,4350,1894.921875,1227.392578125,2217.919921875,1205.859375,1593.45703125,1528.857421875,63945,44100,American Goldfinch
1873.388671875,14,1376.6937462995018,132,2863.916015625,2799.31640625,1830.322265625,2799.31640625,1851.85546875,1851.85546875,63945,44100,Blue Jay
3165.380859375,55,2179.317341151332,208,3229.98046875,3165.380859375,3079.248046875,2906.982421875,3122.314453125,2325.5859375,63945,44100,Blue Jay
4565.0390625,61,2933.5790620740468,6604,7235.15625,4177.44140625,4521.97265625,4565.0390625,4521.97265625,7149.0234375,63945,44100,Brown-headed Cowbird
2411.71875,51,1853.1674450398705,3480,1205.859375,2497.8515625,2605.517578125,3079.248046875,3359.1796875,3229.98046875,63945,44100,Blue Jay
1528.857421875,43,1202.7235902613256,2222,1550.390625,1528.857421875,1528.857421875,1528.857421875,1507.32421875,1528.857421875,63945,44100,Blue Jay
1787.255859375,42,1339.9945670973298,2593,1787.255859375,1485.791015625,1421.19140625,1744.189453125,1787.255859375,1701.123046875,63945,44100,Canada Goose
4429.6875,60,2633.058990303261,5903,3632.8125,2320.3125,4523.4375,4078.125,4429.6875,5367.1875,69600,48000,American Robin
2304.052734375,49,1663.3262981669018,3334,2260.986328125,2239.453125,2024.12109375,2239.453125,2540.91796875,2024.12109375,63945,44100,Eastern Bluebird
3983.642578125,59,2705.1720466601614,5766,3962.109375,3962.109375,4048.2421875,2110.25390625,4285.107421875,1830.322265625,63945,44100,Carolina Chickadee
1421.19140625,40,1109.0801261491836,2053,1205.859375,1227.392578125,1421.19140625,1442.724609375,1399.658203125,1399.658203125,63945,44100,American Crow
2507.8125,52,1755.6828148163845,3825,2578.125,2718.75,3210.9375,2531.25,2484.375,2460.9375,69600,48000,American Robin
2203.125,49,1575.8281341171266,3159,2109.375,2085.9375,2085.9375,2179.6875,2179.6875,2203.125,69600,48000,Blue Jay
2812.5,53,1376.6937462995018,4085,2835.9375,2812.5,2812.5,1640.625,2531.25,2460.9375,69600,48000,Blue Jay
2002.587890625,47,1492.9327522878455,2899,2950.048828125,2024.12109375,1442.724609375,2067.1875,1335.05859375,2131.787109375,63945,44100,American Crow
5555.56640625,65,3544.3606937385,8011,5254.1015625,5727.83203125,5727.83203125,5770.8984375,5813.96484375,5641.69921875,63945,44100,Carolina Chickadee
2859.375,54,1956.0649283422904,4155,1664.0625,2859.375,3585.9375,4218.75,5648.4375,5695.3125,69600,48000,American Robin
2414.0625,50,1903.9211763064616,4099,2062.5,2203.125,2835.9375,2484.375,2320.3125,2273.4375,69600,48000,American Robin
2540.91796875,51,1269.5050518489365,3661,1442.724609375,1701.123046875,1679.58984375,3251.513671875,2562.451171875,2519.384765625,63945,44100,Blue Jay
