peak_Hz,peak_Q,peak_mel,fourier_freq,ampmax_n3,ampmax_n2,ampmax_n1,ampmax_0,ampmax_p1,ampmax_p2,num_samples,sample_rate,species
5921.630859375,58,2494.5486885421506,5387,3725.244140625,2282.51953125,2648.583984375,5964.697265625,5900.09765625,5986.23046875,63945,44100,Carolina Chickadee
1464.2578125,42,1139.4551226592705,261,1313.525390625,1399.658203125,1399.658203125,1464.2578125,1378.125,1464.2578125,63945,44100,Canada Goose
4781.25,33,3013.922629388657,6934,10289.0625,4781.25,10312.5,9984.375,4828.125,10148.4375,69600,48000,Brown-headed Cowbird
2304.052734375,49,1663.3262981669018,3360,1528.857421875,1916.455078125,2454.78515625,2347.119140625,2196.38671875,2304.052734375,63945,44100,Eastern Bluebird
8929.6875,73,4901.7317027958015,12962,8906.25,8789.0625,8625.0,8085.9375,8460.9375,7992.1875,69600,48000,American Robin
1265.625,39,995.5919108903119,1859,2742.1875,1804.6875,2039.0625,3960.9375,2765.625,1945.3125,69600,48000,Bald Eagle
1031.25,15,681.1944653460027,150,1968.75,1875.0,1218.75,1242.1875,1617.1875,2203.125,69600,48000,Carolina Chickadee
3679.6875,58,2363.324628283645,5321,1265.625,1429.6875,4875.0,3984.375,3679.6875,3609.375,69600,48000,American Goldfinch
5859.375,66,3544.3606937385,8472,5859.375,5812.5,5835.9375,5695.3125,5859.375,5695.3125,69600,48000,Blue Jay
2273.4375,49,1618.9862188629947,3285,1453.125,4078.125,6984.375,6562.5,5601.5625,5625.0,69600,48000,Blue Jay
